"grande_area","modalidade","linha_de_fomento","total"
"Ciências Humanas","ICJ - Iniciação Científica Júnior","APOIO A PROJETOS DE PESQUISA","109620000"
"Lingüística, Letras e Artes","ACT - Apoio ao Desenvolvimento Científico e Tecnológico","Apoio a Projetos de Pesquisas","109493441"
"Outra","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","107645052"
"Lingüística, Letras e Artes","PDS - Pós-doutorado Sênior","Bolsas de Pós-doutorado","106401607"
"Ciências da Saúde","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","103275000"
"Lingüística, Letras e Artes","RD - Recem-Doutor","Bolsas de Pesquisa Especial","102386744"
"Outra","AT - Apoio Técnico à Pesquisa","APOIO A PROJETOS DE PESQUISA","102025000"
"Ciências Exatas e da Terra","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","Bolsas de Graduação","101587403"
"Ciências Humanas","IT - Iniciação Tecnológica","Bolsas de Iniciação Tecnológica e Industrial","101486060"
"Ciências Sociais Aplicadas","GDE - Doutorado no Exterior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","100873925"
"Outra","ATP - Apoio Técnico em Extensão no País","APOIO A PROJETOS DE PESQUISA","100359000"
"Ciências da Saúde","EPI - Bolsa de Treinamento - Programa EPISUS","Bolsas de Desenvolvimento Tecnológico e Industrial","100232296"
"Ciências da Saúde","PSF - Pesquisador Visitante Senior FIOCRUZ","Bolsas de Pesquisador/Especialista Visitante","99264680"
"Ciências Humanas","PV - Pesquisador Visitante","APOIO A PROJETOS DE PESQUISA","98388415"
"Engenharias","PV - Pesquisador Visitante","Bolsas de Pesquisador/Especialista Visitante","97217868"
"Ciências Agrárias","PV - Pesquisador Visitante","Bolsas de Pesquisador/Especialista Visitante","96518478"
"Ciências Biológicas","DTC - Desenvolvimento Tecnológico em TICs","APOIO A PROJETOS DE PESQUISA","96480000"
"Ciências Biológicas","PDI - Pos-doutorado Empresarial","Bolsas de Pós-doutorado","95401635"
"Lingüística, Letras e Artes","IT - Iniciação Tecnológica","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","95110000"
"Engenharias","GDE - Doutorado no Exterior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","94515779"
"Ciências Biológicas","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","92359118"
"Ciências Sociais Aplicadas","ADC - Apoio à Difusão do Conhecimento","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","91946250"
"Ciências Biológicas","ICJ - Iniciação Científica Júnior","Bolsas de Iniciação Científica Júnior","90510200"
"Outra","PQ - Produtividade em Pesquisa","0.0 - Problemas Encontrar Modalidade Processo","90065500"
"Ciências Sociais Aplicadas","DCR - Desenvolvimento Cientifico Regional","Bolsas de Desenvolvimento Científico e Regional","89817769"
"Ciências Humanas","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","89746738"
"Outra","SDT - Desenvolvimento Tecnológico em Semicondutores","Bolsas de Desenvolvimento Tecnológico e Industrial","89488490"
"Ciências Humanas","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","Bolsas de Graduação","89248511"
"Tecnologias","AI - Auxílio a Pesquisa","Apoio a Projetos de Pesquisas","88385008"
"Ciências Biológicas","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","88280609"
"Lingüística, Letras e Artes","DTI - Desenvolvimento Tecnológico Industrial","APOIO A PROJETOS DE PESQUISA","87705200"
"Não informado","IT - Iniciação Tecnológica","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","87430000"
"Outra","BCB -","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","87101100"
"Lingüística, Letras e Artes","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","85012464"
"Lingüística, Letras e Artes","PDJ - Pós-Doutorado Júnior","APOIO A PROJETOS DE PESQUISA","84686000"
"Ciências Sociais Aplicadas","PD - Pós-doutorado","Bolsas de Pós-doutorado","84302912"
"Tecnologias","DT - Produtividade Desen. Tec. e Extensão Inovadora","Bolsas de Produtividade em Pesquisa e Tecnologia","83460796"
"Outra","IC - Iniciação Científica","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","83180000"
"Tecnologias","EXP - Extensão no País","Bolsas de Extensão em Pesquisa","83137174"
"Lingüística, Letras e Artes","ICJ - Iniciação Científica Júnior","Bolsas de Iniciação Científica Júnior","82938400"
"Ciências Exatas e da Terra","PDS - Pós-Doutorado Sênior","APOIO A PROJETOS DE PESQUISA","82650000"
"Indefinido","SWE - Doutorado Sanduíche no Exterior","Bolsas de Doutorado","81495602"
"Ciências Sociais Aplicadas","ESN - Estágio Sênior no Exterior","Estágio","81350635"
"Ciências Exatas e da Terra","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","81257500"
"Ciências da Saúde","ADC - Apoio à Difusão do Conhecimento","Bolsas de Iniciação Científica","81249871"
"Outra","IT - Iniciação Tecnológica","Bolsas de Iniciação Tecnológica e Industrial","81187780"
"Outra","DTI - Desenvolvimento Tecnológico Industrial","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","81123400"
"Ciências Agrárias","PDI - Pós-Doutorado Empresarial","APOIO A PROJETOS DE PESQUISA","81120000"
"Ciências Humanas","EV - Especialista Visitante","APOIO A PROJETOS DE PESQUISA","81030000"
"Ciências Humanas","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","79820000"
"Ciências Agrárias","ESN - Estágio Sênior no Exterior","Estágio","78999416"
"Ciências Exatas e da Terra","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","78809091"
"Ciências da Saúde","DCR - Desenvolvimento Cientifico Regional","Bolsas de Desenvolvimento Científico e Regional","78634859"
"Ciências da Saúde","PV - Pesquisador Visitante","Bolsas de Pesquisador/Especialista Visitante","78123900"
"Ciências Sociais Aplicadas","ATP - Apoio Técnico em Extensão no País","APOIO A PROJETOS DE PESQUISA","76902000"
"Engenharias","PVE - Pesquisador Visitante Estrangeiro","Bolsas de Pesquisador/Especialista Visitante","76480833"
"Ciências Sociais Aplicadas","ICJ - Iniciação Científica Júnior","Bolsas de Iniciação Científica Júnior","74641300"
"Ciências Sociais Aplicadas","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","74139790"
"Ciências Agrárias","ATP - Apoio Técnico em Extensão no País","APOIO A PROJETOS DE PESQUISA","74032800"
"Ciências Sociais Aplicadas","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","73253008"
"Ciências Sociais Aplicadas","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","73125000"
"Ciências Agrárias","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","Bolsas de Graduação","72525107"
"Ciências Agrárias","ADC - Apoio à Difusão do Conhecimento","APOIO A PROJETOS DE PESQUISA","70750300"
"Ciências Agrárias","PDI - Pos-doutorado Empresarial","Bolsas de Pós-doutorado","70680332"
"Ciências Exatas e da Terra","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","69360000"
"Ciências da Saúde","AED - Auxílio a Editoração e Publicação","Apoio a Periódicos Científicos","69162076"
"Ciências Agrárias","PDS - Pós-Doutorado Sênior","APOIO A PROJETOS DE PESQUISA","68172000"
"Engenharias","PDI - Pós-Doutorado Empresarial","APOIO A PROJETOS DE PESQUISA","67080000"
"Ciências Sociais Aplicadas","RD - Recem-Doutor","Bolsas de Pesquisa Especial","66608181"
"Ciências Exatas e da Terra","SWP - Doutorado-Sanduiche no Pais","Bolsas de Doutorado","65802047"
"Outra","EXP - Extensão no País","APOIO A PROJETOS DE PESQUISA","63028200"
"Ciências Exatas e da Terra","PDI - Pós-Doutorado Empresarial","APOIO A PROJETOS DE PESQUISA","62590000"
"Engenharias","PDS - Pós-Doutorado Sênior","APOIO A PROJETOS DE PESQUISA","62074000"
"Outra","EV - Especialista Visitante","APOIO A PROJETOS DE PESQUISA","60640000"
"Ciências Biológicas","ICJ - Iniciação Científica Júnior","APOIO A PROJETOS DE PESQUISA","59710000"
"Lingüística, Letras e Artes","AT - Apoio Técnico à Pesquisa","APOIO A PROJETOS DE PESQUISA","59176000"
"Ciências da Saúde","RD - Recem-Doutor","Bolsas de Pesquisa Especial","58717201"
"Ciências da Saúde","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","57896711"
"Engenharias","DT - Produtividade Desen. Tec. e Extensão Inovadora","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","57712000"
"Outra","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","56915239"
"Ciências Biológicas","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","56410000"
"Outra","IC - Iniciação Científica","APOIO A PROJETOS DE PESQUISA","56140000"
"Ciências Biológicas","AED - Auxílio a Editoração e Publicação","Apoio a Periódicos Científicos","56024140"
"Ciências Biológicas","PDI - Pós-Doutorado Empresarial","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","54320000"
"Ciências Humanas","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","52900708"
"Ciências Exatas e da Terra","ADC - Apoio à Difusão do Conhecimento","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","52199900"
"Lingüística, Letras e Artes","ESN - Estágio Sênior no Exterior","Estágio","51249204"
"Ciências Sociais Aplicadas","DTI - Desenvolvimento Tecnológico Industrial","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","51063200"
"Tecnologias","GM - Mestrado","Bolsas de Mestrado","49603800"
"Ciências Biológicas","BSP - Bolsa Treinamento no Exterior","Bolsa de Cota (Curta Dur.)","49031650"
"Ciências Biológicas","BEP - Bolsa Treinamento no Pais","Bolsa de Cota (Curta Dur.)","48770927"
"Ciências Humanas","DTC - Desenvolvimento Tecnológico em TICs","APOIO A PROJETOS DE PESQUISA","48340000"
"Ciências Sociais Aplicadas","BSP - Bolsa Treinamento no Exterior","Bolsa de Cota (Curta Dur.)","46975621"
"Ciências Agrárias","AED - Apoio a Publicações Científicas","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","46200000"
"Lingüística, Letras e Artes","PD - Pós-doutorado","Bolsas de Pós-doutorado","45545329"
"Ciências Sociais Aplicadas","PV - Pesquisador Visitante","Bolsas de Pesquisador/Especialista Visitante","45220100"
"Indefinido","PDJ - Pós-doutorado Júnior","Bolsas de Pós-doutorado","45085520"
"Ciências Sociais Aplicadas","AED - Auxílio a Editoração e Publicação","Apoio a Periódicos Científicos","44022660"
"Ciências Exatas e da Terra","ADC - Apoio à Difusão do Conhecimento","Bolsas de Iniciação Científica","43697116"
"Engenharias","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","43610000"
"Engenharias","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","43309534"
"Ciências Exatas e da Terra","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","42785721"
"Ciências Biológicas","PDI - Pós-Doutorado Empresarial","APOIO A PROJETOS DE PESQUISA","42530000"
"Lingüística, Letras e Artes","PV - Pesquisador Visitante","Bolsas de Pesquisador/Especialista Visitante","42445449"
"Engenharias","PDI - Pós-Doutorado Empresarial","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","42390000"
"Ciências Sociais Aplicadas","PV - Pesquisador Visitante","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","41645000"
"Ciências Biológicas","INT - Bolsa Inova Talentos","APOIO A PROJETOS DE PESQUISA","40810000"
"Ciências Biológicas","EVM - Especialista Visitante Máster FIOCRUZ","Bolsas de Pesquisador/Especialista Visitante","40418568"
"Indefinido","RD - Recem-Doutor","Bolsas de Pesquisa Especial","40257237"
"Ciências Exatas e da Terra","MPE - Mestrado Profissional no Exterior","Bolsas no Exterior","40055950"
"Ciências Exatas e da Terra","ATP - Apoio Técnico em Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","38979000"
"Ciências Agrárias","AED - Auxílio a Editoração e Publicação","Apoio a Periódicos Científicos","38692655"
"Ciências Agrárias","PDP - Pós-doutorado","Bolsas de Pós-doutorado","38109588"
"Tecnologias","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","38095102"
"Ciências Exatas e da Terra","PV - Pesquisador Visitante","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","36629864"
"Lingüística, Letras e Artes","ADC - Apoio à Difusão do Conhecimento","APOIO A PROJETOS DE PESQUISA","36542000"
"Tecnologias","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","36496560"
"Ciências Sociais Aplicadas","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","36321437"
"Indefinido","GM - Mestrado","Bolsas de Mestrado","36162214"
"Ciências Exatas e da Terra","MBV - Especialista Visitante","Bolsa de Cota (Curta Dur.)","36161654"
"Ciências Exatas e da Terra","DT - Produtividade Desen. Tec. e Extensão Inovadora","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","36128000"
"Ciências Exatas e da Terra","DTI - Desenvolvimento Tecnológico Industrial","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","35158000"
"Ciências Humanas","PDI - Pós-Doutorado Empresarial","APOIO A PROJETOS DE PESQUISA","34320000"
"Outra","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","33124325"
"Tecnologias","DCR - Desenvolvimento Cientifico Regional","Bolsas de Desenvolvimento Científico e Regional","33008009"
"Ciências Biológicas","SWP - Doutorado-Sanduiche no Pais","Bolsas de Doutorado","32876164"
"Ciências Exatas e da Terra","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","32843665"
"Ciências Agrárias","PVE - Pesquisador Visitante Estrangeiro","Bolsas de Pesquisador/Especialista Visitante","32340000"
"Ciências Humanas","SET - Fixação de Recursos Humanos","Bolsas de Fixação de Doutores","31995980"
"Ciências Sociais Aplicadas","DT - Produtividade Desen. Tec. e Extensão Inovadora","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","31914000"
"Ciências Humanas","ADC - Apoio à Difusão do Conhecimento","Bolsas de Iniciação Científica","31897793"
"Ciências Exatas e da Terra","PAV - Bolsa Pesquisador-Avaliador","Indefinido","31859100"
"Ciências Humanas","SWP - Doutorado-Sanduiche no Pais","Bolsas de Doutorado","31533256"
"Ciências Humanas","ITI - Iniciação Tecnológica Industrial","APOIO A PROJETOS DE PESQUISA","31350000"
"Ciências Biológicas","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","31306000"
"Engenharias","PV - Pesquisador Visitante","APOIO A PROJETOS DE PESQUISA","30290000"
"Ciências Exatas e da Terra","SPE - Estagio/Especializacao no Exterior","Estágio","29974561"
"Outra","PDJ - Pós-Doutorado Júnior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","29493000"
"Ciências da Saúde","BSP - Bolsa Treinamento no Exterior","Bolsa de Cota (Curta Dur.)","28859832"
"Ciências Biológicas","AED - Apoio a Publicações Científicas","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","28321000"
"Ciências Exatas e da Terra","BEP - Bolsa Treinamento no Pais","Bolsa de Cota (Curta Dur.)","27995576"
"Lingüística, Letras e Artes","ICJ - Iniciação Científica Júnior","APOIO A PROJETOS DE PESQUISA","27730000"
"Ciências Biológicas","PDP - Pós-doutorado","Bolsas de Pós-doutorado","27557106"
"Ciências Sociais Aplicadas","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","27229584"
"Engenharias","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","26999388"
"Ciências Biológicas","ATP - Apoio Técnico em Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","26981000"
"Tecnologias","GD - Doutorado","APOIO A PROJETOS DE PESQUISA","26957520"
"Outra","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","26950000"
"Ciências Exatas e da Terra","GDE - Doutorado no Exterior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","26535568"
"Ciências Exatas e da Terra","AED - Apoio a Publicações Científicas","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","26500000"
"Engenharias","DTI - Desenvolvimento Tecnológico Industrial","APOIO A COOPERAÇÃO INTERNACIONAL","26440000"
"Ciências Biológicas","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","Bolsas de Graduação","26342081"
"Outra","APV - Pesquisador Visitante","Apoio a Pesquisador Visitante","26322139"
"Ciências da Saúde","PDS - Pós-Doutorado Sênior","APOIO A PROJETOS DE PESQUISA","26312000"
"Ciências da Saúde","INT - Bolsa Inova Talentos","APOIO A PROJETOS DE PESQUISA","26180000"
"Engenharias","BEP - Bolsa Treinamento no Pais","Bolsa de Cota (Curta Dur.)","26068769"
"Engenharias","PDP - Pós-doutorado","Bolsas de Pós-doutorado","25358742"
"Ciências Biológicas","GDE - Doutorado no Exterior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","25307591"
"Lingüística, Letras e Artes","IT - Iniciação Tecnológica","Bolsas de Iniciação Tecnológica e Industrial","25279800"
"Ciências Agrárias","SWP - Doutorado-Sanduiche no Pais","Bolsas de Doutorado","25219815"
"Outra","ITI - Iniciação Tecnológica Industrial","APOIO A PROJETOS DE PESQUISA","25048800"
"Outra","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","Bolsas de Graduação","25012901"
"Engenharias","SDT - Desenvolvimento Tecnológico em Semicondutores","Bolsas de Desenvolvimento Tecnológico e Industrial","24756408"
"Ciências Agrárias","INT - Bolsa Inova Talentos","APOIO A PROJETOS DE PESQUISA","24640000"
"Lingüística, Letras e Artes","DCR - Desenvolvimento Cientifico Regional","Bolsas de Desenvolvimento Científico e Regional","24042958"
"Ciências Exatas e da Terra","EV - Especialista Visitante","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","23830000"
"Engenharias","AED - Apoio a Publicações Científicas","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","23700000"
"Ciências Sociais Aplicadas","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","23677293"
"Ciências Humanas","APV - Pesquisador Visitante","Apoio a Pesquisador Visitante","23675324"
"Engenharias","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","23650840"
"Lingüística, Letras e Artes","PV - Pesquisador Visitante","APOIO A PROJETOS DE PESQUISA","23609290"
"Ciências Humanas","ATP - Apoio Técnico em Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","23507000"
"Ciências Sociais Aplicadas","DTI - Desenvolvimento Tecnológico Industrial","APOIO A COOPERAÇÃO INTERNACIONAL","23284000"
"Outra","DCR - Desenvolvimento Cientifico Regional","Bolsas de Desenvolvimento Científico e Regional","23236142"
"Outra","MPE - Mestrado Profissional no Exterior","Bolsas no Exterior","23155147"
"Engenharias","INT - Bolsa Inova Talentos","APOIO A PROJETOS DE PESQUISA","23100000"
"Ciências Agrárias","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","22772714"
"Ciências Biológicas","EXP - Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","22680000"
"Ciências da Saúde","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","Bolsas de Graduação","22552185"
"Engenharias","SWP - Doutorado-Sanduiche no Pais","Bolsas de Doutorado","22475556"
"Outra","DES - Desenvolvimento Tecnológico e Inovação Ext Sênior","Bolsas de Graduação","21828466"
"Ciências Biológicas","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","21576664"
"Ciências Agrárias","ICJ - Iniciação Científica Júnior","APOIO A PROJETOS DE PESQUISA","21480000"
"Ciências da Saúde","PDI - Pós-Doutorado Empresarial","APOIO A PROJETOS DE PESQUISA","21320000"
"Lingüística, Letras e Artes","EXP - Extensão no País","APOIO A PROJETOS DE PESQUISA","21315800"
"Ciências Sociais Aplicadas","PVE - Pesquisador Visitante Estrangeiro","Bolsas de Pesquisador/Especialista Visitante","21294000"
"Ciências Exatas e da Terra","EXP - Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","21010200"
"Outra","PDS - Pós-doutorado Sênior","Bolsas de Pós-doutorado","20724116"
"Lingüística, Letras e Artes","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","Bolsas de Graduação","20611893"
"Ciências da Saúde","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","20490000"
"Ciências Humanas","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","20485000"
"Ciências Exatas e da Terra","PDP - Pós-doutorado","Bolsas de Pós-doutorado","20329415"
"Ciências Humanas","ADC - Apoio à Difusão do Conhecimento","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","20307900"
"Outra","RD - Recem-Doutor","Bolsas de Pesquisa Especial","20212884"
"Ciências Sociais Aplicadas","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","Bolsas de Graduação","20080466"
"Outra","PQ -","0.0 - Problemas Encontrar Modalidade Processo","19961500"
"Indefinido","GD - Doutorado","Bolsas de Doutorado","19718209"
"Ciências Biológicas","ADC - Apoio à Difusão do Conhecimento","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","19703200"
"Engenharias","AED - Auxílio a Editoração e Publicação","Apoio a Periódicos Científicos","19628630"
"Ciências Humanas","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","19390000"
"Ciências Humanas","DTI - Desenvolvimento Tecnológico Industrial","APOIO A COOPERAÇÃO INTERNACIONAL","19360000"
"Ciências Biológicas","DES - Desenvolvimento Tecnológico e Inovação","Bolsas de Graduação","19284219"
"Outra","PDI - Pos-doutorado Empresarial","Bolsas de Pós-doutorado","19048966"
"Ciências Sociais Aplicadas","PIN -","APOIO A PROJETOS DE PESQUISA","19000000"
"Ciências Agrárias","DT - Produtividade Desen. Tec. e Extensão Inovadora","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","18746000"
"Ciências Biológicas","DT - Produtividade Desen. Tec. e Extensão Inovadora","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","18418000"
"Ciências Humanas","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","18276843"
"Ciências Exatas e da Terra","DTI - Desenvolvimento Tecnológico Industrial","APOIO A COOPERAÇÃO INTERNACIONAL","18220000"
"Ciências Sociais Aplicadas","BEP - Bolsa Treinamento no Pais","Bolsa de Cota (Curta Dur.)","18053831"
"Ciências Exatas e da Terra","APV - Pesquisador Visitante","Apoio a Pesquisador Visitante","17978257"
"Ciências Humanas","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","17618091"
"Ciências Exatas e da Terra","AED - Auxílio a Editoração e Publicação","Apoio a Periódicos Científicos","17424200"
"Ciências Sociais Aplicadas","DES - Desenvolvimento Tecnológico e Inovação","Bolsas de Graduação","17293207"
"Tecnologias","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","17220000"
"Ciências Agrárias","ADC - Apoio à Difusão do Conhecimento","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","17167000"
"Ciências Exatas e da Terra","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","17010000"
"Ciências Sociais Aplicadas","EV - Especialista Visitante","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","16820000"
"Outra","IT - Iniciação Tecnológica","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","16380000"
"Outra","AED - Auxílio a Editoração e Publicação","Apoio a Periódicos Científicos","16322704"
"Indefinido","EXP - Extensão no País","Bolsas de Extensão em Pesquisa","16284330"
"Outra","EV - Especialista Visitante","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","16210000"
"Engenharias","ESN - Estágio Sênior no Exterior","APOIO A COOPERAÇÃO INTERNACIONAL","16175665"
"Ciências Exatas e da Terra","SWP - Doutorado Sanduíche no País","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","16160000"
"Ciências Agrárias","IEX - Iniciação ao Extensionismo","Bolsas de Iniciação Científica","16033320"
"Ciências Exatas e da Terra","BJT - Atração de Jovens Talentos","Bolsas de Pesquisador/Especialista Visitante","15799950"
"Ciências da Saúde","SPE - Estagio/Especializacao no Exterior","Estágio","15739970"
"Ciências Sociais Aplicadas","ADC - Apoio à Difusão do Conhecimento","Bolsas de Iniciação Científica","15510257"
"Ciências Sociais Aplicadas","PDI - Pos-doutorado Empresarial","Bolsas de Pós-doutorado","15384592"
"Ciências Agrárias","DTI - Desenvolvimento Tecnológico Industrial","APOIO A COOPERAÇÃO INTERNACIONAL","15124000"
"Lingüística, Letras e Artes","PV - Pesquisador Visitante","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","15025000"
"Ciências Sociais Aplicadas","EXP - Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","14997400"
"Lingüística, Letras e Artes","SET - Fixação de Recursos Humanos","APOIO A PROJETOS DE PESQUISA","14890000"
"Ciências Exatas e da Terra","PDI - Pós-Doutorado Empresarial","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","14825000"
"Lingüística, Letras e Artes","AED - Auxílio a Editoração e Publicação","Apoio a Periódicos Científicos","14741039"
"Ciências da Saúde","DT - Produtividade Desen. Tec. e Extensão Inovadora","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","14720000"
"Ciências Biológicas","AVG - Participação em Eventos Cientificos","Apoio a Participação/Realização de Eventos","14608870"
"Engenharias","PAV - Bolsa Pesquisador-Avaliador","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","14382000"
"Outra","BSP - Bolsa Treinamento no Exterior","Bolsa de Cota (Curta Dur.)","14379366"
"Ciências Exatas e da Terra","PSF - Pesquisador Visitante Senior FIOCRUZ","Bolsas de Pesquisador/Especialista Visitante","14376264"
"Ciências Sociais Aplicadas","ATP - Apoio Técnico em Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","14185000"
"Ciências Exatas e da Terra","PV - Pesquisador Visitante","APOIO A PROJETOS DE PESQUISA","14091123"
"Ciências Biológicas","DTI - Desenvolvimento Tecnológico Industrial","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","14054000"
"Lingüística, Letras e Artes","EV - Especialista Visitante","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","13950000"
