"grande_area","area","subarea","valor"
"Ciências Sociais Aplicadas","Direito","Direito Civil","55346900"
"Ciências Biológicas","Parasitologia","Helmintologia Animal","54742630"
"Ciências Sociais Aplicadas",NULL,"Ciências Sociais Aplicadas","54546186"
"Ciências Agrárias","Recursos Pesqueiros e Engenharia de Pesca","Explotação Pesqueira de Águas Interiores","54341340"
"Engenharias","Engenharia Elétrica","Materiais Dielétricos, Piezoelétricos e Ferroelétricos","54186010"
"Engenharias","Engenharia Aeroespacial","Fadiga","52949427"
"Ciências Sociais Aplicadas","Economia","História do Pensamento Econômico","52939616"
"Ciências Agrárias","Tecnologia e Inovação para Agropecuária","Não informado","52706000"
"Ciências Humanas","Ciência Política","Integração Internacional, Conflito, Guerra e Paz","52448216"
"Ciências Humanas","Psicologia","Processos Cognitivos e Atencionais","52026943"
"Ciências Sociais Aplicadas","Economia","Capital Humano","51952435"
"Ciências Biológicas","Fisiologia","Fisiologia da Digestão","51686024"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","História Urbana","51590613"
"Engenharias","Engenharia Civil","Estruturas de Madeiras","51550092"
"Ciências Humanas","Psicologia","Estudos Naturalísticos do Comportamento Animal","51501401"
"Engenharias","Engenharia de Materiais e Metalúrgica","Eletrometalurgia","51495241"
"Ciências Humanas","Educação","Avaliação da Aprendizagem","51064464"
"Engenharias","Engenharia de Materiais e Metalúrgica","Aglomeração","50704253"
"Ciências Humanas","Ciência Política","Atitude e Ideologias Políticas","50703082"
"Ciências Exatas e da Terra","Geociências","Meteorologia Dinâmica","50318143"
"Ciências Sociais Aplicadas","Economia","Mercado de Trabalho; Política do Governo","50272092"
"Ciências da Saúde","Farmácia","Não informado","50203187"
"Ciências da Saúde","Odontologia","Não informado","50153834"
"Ciências Biológicas","Farmacologia","Não informado","49972520"
"Ciências Exatas e da Terra","Física","Dinâmica dos Fluídos","49602206"
"Engenharias","Engenharia Nuclear","Núcleo do Reator","49579088"
"Engenharias","Engenharia Química","Papel e Celulose","49236238"
"Engenharias","Engenharia Nuclear","Materiais Nucleares e Blindagem de Reatores","49008657"
"Ciências Sociais Aplicadas","Demografia","Demografia Histórica","48993661"
"Ciências Sociais Aplicadas","Demografia","Nupcialidade e Família","48855959"
"Ciências Exatas e da Terra","Nanotecnologia e Novos Materiais","Não informado","48226000"
"Ciências Exatas e da Terra","Física","Propriedades Mecânicas e Acústicas da Matéria Condensada","47630565"
"Engenharias","Engenharia de Transportes","Economia dos Transportes","47584567"
"Lingüística, Letras e Artes","Artes","Direção Teatral","47456667"
"Ciências Sociais Aplicadas","Serviço Social","Não informado","47114077"
"Engenharias","Engenharia de Produção","Não informado","46568840"
"Ciências Exatas e da Terra","Áreas Tecnológicas de Química e Geociências","Não informado","46430000"
"Ciências Agrárias","Engenharia Agrícola","Transferência de Produtos Agrícolas","46250582"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Ordenamento Florestal","45552968"
"Engenharias","Engenharia de Minas","Equipamentos de Beneficiamento de Minérios","45388370"
"Ciências Biológicas","Biotecnologia","Bioprospecção","45324167"
"Ciências Humanas","Educação","Teorias da Instrução","45231928"
"Lingüística, Letras e Artes","Artes","Instrumentação Musical","45065370"
"Ciências Sociais Aplicadas","Demografia","Migração","45053966"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Tratamento da Madeira","44991660"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Aspectos Econômicos do Planejamento Urbano e Regional","44921835"
"Ciências Agrárias","Engenharia Agrícola","Saneamento Rural","44726319"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Exploração Florestal","44451652"
"Ciências Humanas","Ciência Política","Análise do Processo Decisório","44359059"
"Lingüística, Letras e Artes","Artes","Tecelagem","44045292"
"Ciências Sociais Aplicadas","Economia","Teoria Monetária e Financeira","43902987"
"Ciências Sociais Aplicadas","Serviço Social","Serviço Social da Educação","43124739"
"Ciências Biológicas","Biotecnologia","Tratamento Biológico de Residuos","43058357"
"Ciências Biológicas","Parasitologia","Não informado","42868760"
"Ciências Biológicas","Botânica","Reprodução Vegetal","42727315"
"Ciências Sociais Aplicadas","Demografia","Tendência Populacional","42644521"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Informação, Cadastro e Mapeamento","42571859"
"Lingüística, Letras e Artes","Artes","Técnicas de Registro e Processamento de Filmes","42413403"
"Ciências Sociais Aplicadas","Economia","Relações do Comércio; Política Comercial; Integração Econômica","42335809"
"Ciências Humanas","Educação","Administração de Sistemas Educacionais","42300251"
